Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn,churn_risk_score,churn_risk_tier,segment,segment_name
967300,canada,alberta,edmonton,t9g 1w3,male,bachelor,62630.0,single,aurora,6364.9,2018 promotion,2018,3,2018.0,11.0,2018-11-01,2018-03-01,False,False,1,3,36,47688,71532.0,0.0,0,36,36,0.3959722355950257,True,1,0.6101979640569438,High Risk,1,"Champions (high flights, low churn)"
591731,canada,ontario,toronto,p2t 6g3,male,bachelor,51370.0,married,star,4064.18,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,33,51142,50497.0,0.013,1,3,9,0.2596401825081178,False,0,0.1857726867140604,Low Risk,1,"Champions (high flights, low churn)"
326905,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,married,star,4068.09,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,25,36375,36375.0,0.0,1,3,6,0.106432791204748,False,0,0.2172801125730473,Low Risk,2,Occasional / Higher Churn Risk
375511,canada,quebec,montreal,h2y 2w2,female,bachelor,59300.0,single,star,4070.05,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,38,55973,54537.0,0.026,0,11,12,0.2840585641425714,False,0,0.2049875864655311,Low Risk,1,"Champions (high flights, low churn)"
485283,canada,ontario,toronto,p1j 8t7,male,bachelor,102479.0,single,star,4072.85,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,9,20088,19524.0,0.028,0,7,7,0.1094398480259077,False,0,0.3206573753951616,Medium Risk,2,Occasional / Higher Churn Risk
920716,canada,alberta,peace river,t9o 2w2,female,college,73455.0,single,aurora,7098.91,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,12,21408,32112.0,0.0,1,12,12,0.1467655885081882,False,0,0.5926402590790049,Medium Risk,2,Occasional / Higher Churn Risk
797685,canada,alberta,edmonton,t3g 6y6,male,college,73455.0,married,star,4079.13,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,18,28393,27571.0,0.029,0,6,8,0.1190614423228944,False,0,0.2492026009522765,Low Risk,2,Occasional / Higher Churn Risk
216467,canada,new brunswick,fredericton,e3b 2h2,male,doctor,90995.0,married,star,4083.56,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,24,36739,36248.0,0.013,0,5,10,0.2416874256039379,False,0,0.1962583748414994,Low Risk,2,Occasional / Higher Churn Risk
746226,canada,british columbia,whistler,v6t 1y8,female,bachelor,63501.0,married,star,4089.04,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,0,0,0.0,0.0,999,0,0,0.0236188376350738,False,0,0.6764850769980727,High Risk,4,Dormant / Never Flew
484718,canada,british columbia,vancouver,v6e 3z3,male,bachelor,76367.0,single,star,4089.46,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,26,45966,44400.0,0.034,0,6,9,0.3266978211901325,False,0,0.1355929342105617,Low Risk,1,"Champions (high flights, low churn)"
528492,canada,quebec,hull,j8y 3z5,male,bachelor,60360.0,married,star,4090.75,standard,2015,6,2018.0,11.0,2018-11-01,2015-06-01,False,False,0,36,33,67528,66707.0,0.012,1,2,10,0.1882429905027937,True,1,0.2034096370521697,Low Risk,1,"Champions (high flights, low churn)"
995091,canada,british columbia,whistler,v6t 1y8,female,bachelor,55454.0,married,star,4095.2,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,5,8778,8272.0,0.058,0,4,5,0.0834001980646835,False,0,0.2996714024893716,Low Risk,0,Engaged / Mid-Tier Loyalty
632793,canada,quebec,hull,j8y 3z5,female,high school or below,60370.0,single,star,4097.37,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,21,21631,21125.0,0.023,2,2,4,0.1183110101176552,False,0,0.2162755093795284,Low Risk,2,Occasional / Higher Churn Risk
705196,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,single,star,4101.94,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,40,65481,63673.0,0.028,0,9,12,0.3003139352915361,False,0,0.2135498358947745,Low Risk,1,"Champions (high flights, low churn)"
123094,canada,british columbia,vancouver,v6e 3z3,female,bachelor,92223.0,married,star,4103.85,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,12,22223,21886.0,0.015,0,9,12,0.1314008804942265,False,0,0.4143075236417665,Medium Risk,2,Occasional / Higher Churn Risk
366540,canada,alberta,calgary,t3e 2v9,female,bachelor,90077.0,married,aurora,7288.88,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,18,26952,40428.0,0.0,0,16,18,0.2018781118607949,False,0,0.613288514096311,High Risk,2,Occasional / Higher Churn Risk
119488,canada,quebec,tremblant,h5y 2s9,female,college,73455.0,single,star,4108.26,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,23,31244,31244.0,0.0,1,4,10,0.1180852342042232,False,0,0.209390606218812,Low Risk,2,Occasional / Higher Churn Risk
287750,canada,ontario,ottawa,k1f 2r2,female,college,73455.0,single,star,4109.31,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,33,44302,43089.0,0.027,0,7,14,0.3499465948452857,False,0,0.1255112104254602,Low Risk,1,"Champions (high flights, low churn)"
735846,canada,ontario,trenton,k8v 4b2,male,bachelor,95318.0,married,star,4109.79,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,19,24038,22361.0,0.07,0,9,13,0.3559156729843174,False,0,0.1592786654747671,Low Risk,0,Engaged / Mid-Tier Loyalty
606026,canada,british columbia,vancouver,v6e 3z3,male,bachelor,55207.0,single,star,4110.62,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,35,54160,53076.0,0.02,1,6,8,0.196860826276631,False,0,0.2314917979468663,Low Risk,1,"Champions (high flights, low churn)"
460291,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,55476.0,divorced,star,4111.2,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,28,52043,52043.0,0.0,0,7,10,0.2053445544252252,False,0,0.2089411242701538,Low Risk,1,"Champions (high flights, low churn)"
743001,canada,british columbia,vancouver,v6e 3d9,female,bachelor,79533.0,married,star,4111.89,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,17,21039,20646.0,0.019,0,6,9,0.1274423619169574,False,0,0.3093282158522335,Medium Risk,2,Occasional / Higher Churn Risk
869799,canada,ontario,toronto,p1w 1k4,female,bachelor,79533.0,married,star,4111.89,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,24,39355,39355.0,0.0,0,13,17,0.2925393642901746,False,0,0.1868899401791987,Low Risk,1,"Champions (high flights, low churn)"
279419,canada,british columbia,west vancouver,v6v 8z3,female,college,73455.0,single,star,4117.37,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,57,94933,92255.0,0.028,0,7,16,0.3226131002308978,False,0,0.199243372552105,Low Risk,1,"Champions (high flights, low churn)"
170585,canada,ontario,thunder bay,k8t 5m5,male,bachelor,82675.0,single,star,4118.59,standard,2013,8,0.0,0.0,,2013-08-01,False,False,0,58,26,36728,36323.0,0.011,0,8,9,0.2903595246403191,False,0,0.1762711586904313,Low Risk,1,"Champions (high flights, low churn)"
188340,canada,ontario,toronto,m2m 7k8,male,bachelor,82675.0,single,star,4118.59,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,31,32846,31464.0,0.042,0,7,11,0.1460800149516023,False,0,0.2421777089782779,Low Risk,0,Engaged / Mid-Tier Loyalty
670817,canada,ontario,ottawa,k1f 2r2,male,bachelor,82675.0,single,star,4118.59,standard,2016,12,0.0,0.0,,2016-12-01,False,False,0,18,31,41772,41090.0,0.016,0,8,10,0.1601263502894977,False,0,0.2554529349315531,Low Risk,1,"Champions (high flights, low churn)"
509513,canada,british columbia,vancouver,v5r 1w3,male,college,73455.0,single,star,4121.25,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,33,65464,64888.0,0.009,0,4,8,0.2907536272354124,False,0,0.1714189075567719,Low Risk,1,"Champions (high flights, low churn)"
779247,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,86987.0,married,star,4122.57,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,34,42613,42077.0,0.013,0,6,9,0.3166643410636265,False,0,0.1379715808736751,Low Risk,1,"Champions (high flights, low churn)"
111255,canada,quebec,hull,j8y 3z5,male,high school or below,70272.0,married,star,4122.96,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,38,46586,46586.0,0.0,1,8,15,0.3366765981027176,False,0,0.1541315636583756,Low Risk,1,"Champions (high flights, low churn)"
763061,canada,ontario,toronto,p2t 6g3,male,bachelor,56845.0,married,star,4126.61,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,16,28415,27900.0,0.018,1,3,5,0.2165753646028762,False,1,0.2806622632800753,Low Risk,2,Occasional / Higher Churn Risk
766335,canada,alberta,edmonton,t9g 1w3,male,bachelor,67756.0,married,aurora,7482.49,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,27,42780,64170.0,0.0,0,24,27,0.293446823604611,False,0,0.6361060610184751,High Risk,1,"Champions (high flights, low churn)"
428919,canada,quebec,montreal,h2t 9k8,female,bachelor,58209.0,divorced,star,4139.9,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,28,44726,44726.0,0.0,1,5,12,0.2111237828683935,False,0,0.1727341355685978,Low Risk,1,"Champions (high flights, low churn)"
139863,canada,quebec,montreal,h2t 9k8,male,bachelor,67223.0,married,star,4142.56,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,19,39634,38777.0,0.022,2,3,3,0.1460096022442062,False,0,0.2226236536493143,Low Risk,2,Occasional / Higher Churn Risk
695755,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,79088.0,married,star,4144.87,standard,2012,4,0.0,0.0,,2012-04-01,False,False,0,74,0,0,0.0,0.0,999,0,0,0.2568983561669743,False,1,0.9855533986368264,High Risk,4,Dormant / Never Flew
355331,canada,ontario,thunder bay,k8t 5m5,male,college,73455.0,divorced,star,4145.02,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,40,57072,55157.0,0.034,1,6,9,0.2829494837354067,False,0,0.2090624036083421,Low Risk,1,"Champions (high flights, low churn)"
578837,canada,ontario,toronto,p5s 6r4,male,college,73455.0,single,star,4152.65,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,23,32537,31509.0,0.032,2,1,2,0.2687825682832593,False,0,0.2170928950724553,Low Risk,0,Engaged / Mid-Tier Loyalty
467182,canada,alberta,edmonton,t9g 1w3,female,bachelor,102347.0,married,star,4160.02,standard,2013,12,2018.0,10.0,2018-10-01,2013-12-01,False,False,0,54,33,51776,50967.0,0.016,0,8,11,0.2867771319406009,True,1,0.2823449713137187,Low Risk,1,"Champions (high flights, low churn)"
601407,canada,ontario,toronto,m2m 7k8,male,bachelor,72809.0,married,star,4165.17,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,24,37790,37790.0,0.0,0,6,13,0.2147813539826908,False,0,0.2097156982858386,Low Risk,2,Occasional / Higher Churn Risk
700871,canada,newfoundland,st. john's,a1c 6h9,female,bachelor,74567.0,married,star,4165.25,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,26,33733,33733.0,0.0,3,0,2,0.1181162001855898,False,0,0.2177702651076104,Low Risk,2,Occasional / Higher Churn Risk
203809,canada,alberta,edmonton,t3g 6y6,female,high school or below,54160.0,married,star,4165.35,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,0,0,0.0,0.0,999,0,0,0.2468260991525497,False,1,0.990150037922362,High Risk,4,Dormant / Never Flew
705589,canada,ontario,toronto,p1l 8x8,female,college,73455.0,single,star,4165.99,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,36,58678,58678.0,0.0,0,3,9,0.3140068157354891,False,0,0.1641247332111056,Low Risk,1,"Champions (high flights, low churn)"
746060,canada,british columbia,victoria,v10 6t5,male,college,73455.0,married,star,4167.09,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,33,51358,50937.0,0.008,0,4,6,0.2270363905313525,False,0,0.2249179631759947,Low Risk,1,"Champions (high flights, low churn)"
469718,canada,ontario,toronto,p1j 8t7,male,bachelor,73544.0,married,star,4167.42,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,24,24894,24310.0,0.023,0,2,3,0.2521376318095392,False,0,0.2126859228377449,Low Risk,2,Occasional / Higher Churn Risk
164429,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,57852.0,single,star,4169.36,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,35,51475,49254.0,0.043,0,7,9,0.3222427793006447,False,0,0.1416848013457236,Low Risk,1,"Champions (high flights, low churn)"
708373,canada,ontario,toronto,m2p 4f6,female,bachelor,57852.0,single,star,4169.36,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,31,37408,37408.0,0.0,0,6,12,0.1490814466124577,False,0,0.2200606416249074,Low Risk,1,"Champions (high flights, low churn)"
225088,canada,british columbia,vancouver,v5r 1w3,male,bachelor,97991.0,married,star,4170.34,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,26,41039,41039.0,0.0,1,8,10,0.2109609098883555,False,0,0.2101731057589636,Low Risk,1,"Champions (high flights, low churn)"
100214,canada,british columbia,vancouver,v5r 1w3,male,bachelor,63253.0,married,star,4170.57,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,13,23915,23054.0,0.036,0,2,3,0.1474175732751336,False,0,0.2546565648744447,Low Risk,0,Engaged / Mid-Tier Loyalty
459999,canada,quebec,tremblant,h5y 2s9,male,bachelor,53465.0,single,star,4170.69,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,16,21264,20570.0,0.033,0,10,10,0.1407504686019239,False,0,0.2981674816069962,Low Risk,0,Engaged / Mid-Tier Loyalty
268128,canada,ontario,toronto,p1w 1k4,female,high school or below,47663.0,married,star,4177.88,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,34,52758,51766.0,0.019,1,8,15,0.3436019713823954,False,0,0.1489131602200245,Low Risk,1,"Champions (high flights, low churn)"
930584,canada,british columbia,vancouver,v5r 1w3,male,college,73455.0,single,star,4185.76,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,35,41563,41095.0,0.011,0,10,18,0.2678502609407905,False,0,0.2266423694008568,Low Risk,1,"Champions (high flights, low churn)"
327796,canada,quebec,quebec city,g1b 3l5,male,college,73455.0,single,star,4191.06,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,11,23475,23095.0,0.016,0,4,5,0.0938296445597459,False,0,0.2538623127966165,Low Risk,2,Occasional / Higher Churn Risk
947467,canada,british columbia,vancouver,v6e 3d9,female,bachelor,49937.0,married,star,4196.43,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,26,37910,36609.0,0.034,1,6,9,0.2189181345943488,False,0,0.2279668670936455,Low Risk,1,"Champions (high flights, low churn)"
743510,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,single,star,4196.65,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,15,24018,23601.0,0.017,0,3,7,0.142134864972521,False,0,0.2743673625222085,Low Risk,2,Occasional / Higher Churn Risk
580324,canada,british columbia,vancouver,v6e 3d9,male,bachelor,61113.0,married,star,4198.03,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,14,23711,22622.0,0.046,1,2,4,0.2402416801587456,False,0,0.2216293469942229,Low Risk,0,Engaged / Mid-Tier Loyalty
645919,canada,alberta,edmonton,t3g 6y6,female,bachelor,66297.0,divorced,aurora,7484.31,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,26,27968,41952.0,0.0,0,22,26,0.2743025070262704,False,0,0.60424941791662,High Risk,2,Occasional / Higher Churn Risk
423324,canada,quebec,montreal,h2y 2w2,male,bachelor,69599.0,divorced,star,4200.37,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,7,5696,5696.0,0.0,2,2,7,0.0725223143957808,False,0,0.5305795636183529,Medium Risk,2,Occasional / Higher Churn Risk
101945,canada,nova scotia,halifax,b3c 2m8,male,bachelor,86098.0,married,star,4202.66,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,28,52750,52072.0,0.013,0,6,9,0.2696129377452211,False,0,0.208977346732612,Low Risk,1,"Champions (high flights, low churn)"
713636,canada,ontario,london,m5b 3e4,male,doctor,48109.0,married,star,4212.8,standard,2014,8,0.0,0.0,,2014-08-01,False,False,0,46,26,39295,39295.0,0.0,1,1,5,0.192456908197364,False,0,0.168336936485307,Low Risk,1,"Champions (high flights, low churn)"
302509,canada,british columbia,dawson creek,u5i 4f1,male,doctor,74238.0,married,star,4213.92,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,17,28012,28012.0,0.0,0,5,6,0.1143717083339569,False,0,0.2252777824983672,Low Risk,2,Occasional / Higher Churn Risk
789421,canada,british columbia,vancouver,v1e 4r6,female,college,73455.0,single,star,4217.86,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,24,36009,36009.0,0.0,1,6,9,0.1480379834788143,False,0,0.2292123713638224,Low Risk,2,Occasional / Higher Churn Risk
675879,canada,alberta,edmonton,t3g 6y6,male,bachelor,78617.0,married,aurora,8000.55,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,39,68856,102743.0,0.005,0,36,39,0.4190783028761576,False,0,0.3212181785529003,Medium Risk,1,"Champions (high flights, low churn)"
404426,canada,british columbia,vancouver,v6e 3d9,female,doctor,99696.0,married,star,4223.27,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,15,25710,24265.0,0.056,1,1,5,0.1891106750301106,False,0,0.2496946880573952,Low Risk,0,Engaged / Mid-Tier Loyalty
827194,canada,alberta,edmonton,t3g 6y6,female,bachelor,71450.0,married,aurora,8255.76,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,12,13944,20180.0,0.035,1,12,12,0.1536957517471116,False,0,0.5334282086352843,Medium Risk,0,Engaged / Mid-Tier Loyalty
438023,canada,british columbia,west vancouver,v6v 8z3,male,college,73455.0,married,star,4228.73,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,17,21518,21518.0,0.0,0,3,6,0.2724665320046116,False,0,0.1958851422408786,Low Risk,2,Occasional / Higher Churn Risk
397518,canada,saskatchewan,regina,s6j 3g0,male,bachelor,76056.0,married,star,4235.18,standard,2018,1,2018.0,9.0,2018-09-01,2018-01-01,False,False,0,5,10,23383,23383.0,0.0,0,4,10,0.0948262579716184,True,1,0.5682281631398116,Medium Risk,2,Occasional / Higher Churn Risk
872932,canada,quebec,montreal,h2y 2w2,male,high school or below,72685.0,married,star,4236.3,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,27,38468,38020.0,0.012,0,7,11,0.2309008700941103,False,0,0.2064950981422711,Low Risk,1,"Champions (high flights, low churn)"
407945,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,75108.0,married,star,4236.47,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,34,61323,60270.0,0.017,0,4,10,0.3009112996374513,False,0,0.1739151836090358,Low Risk,1,"Champions (high flights, low churn)"
211714,canada,british columbia,vancouver,v6e 3z3,female,doctor,103572.0,married,star,4236.84,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,37,49204,47852.0,0.027,0,6,10,0.2104306494851642,False,0,0.2366423328145862,Low Risk,1,"Champions (high flights, low churn)"
410982,canada,ontario,trenton,k8v 4b2,male,master,132353.0,married,star,4237.37,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,30,45776,44389.0,0.03,3,0,7,0.0955501311294726,False,0,0.2069508780914855,Low Risk,1,"Champions (high flights, low churn)"
905213,canada,british columbia,vancouver,v6e 3d9,female,master,132353.0,married,star,4237.37,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,25,41042,39348.0,0.041,0,7,10,0.2023535457973374,False,0,0.2247115107840513,Low Risk,0,Engaged / Mid-Tier Loyalty
147898,canada,quebec,tremblant,h5y 2s9,female,high school or below,59849.0,divorced,star,4241.64,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,29,45819,44376.0,0.031,0,6,9,0.3204082906252569,False,0,0.1210112803424154,Low Risk,1,"Champions (high flights, low churn)"
530105,canada,ontario,london,m5b 3e4,male,college,73455.0,single,star,4242.69,standard,2017,11,2018.0,7.0,2018-07-01,2017-11-01,False,False,0,7,15,26318,25096.0,0.046,0,11,14,0.1592573934842406,True,1,0.5207462383171941,Medium Risk,0,Engaged / Mid-Tier Loyalty
610946,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,56947.0,married,star,4244.47,standard,2016,12,0.0,0.0,,2016-12-01,False,False,0,18,32,43376,41524.0,0.043,0,6,12,0.1594471860272104,False,0,0.2331367186865298,Low Risk,1,"Champions (high flights, low churn)"
383108,canada,british columbia,vancouver,v5r 1w3,female,bachelor,64497.0,married,star,4247.68,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,28,33967,33967.0,0.0,0,8,13,0.3576609998699163,False,0,0.1314638678854028,Low Risk,1,"Champions (high flights, low churn)"
836343,canada,ontario,toronto,p1l 8x8,female,bachelor,64497.0,married,star,4247.68,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,27,32022,31463.0,0.017,1,2,5,0.0898906719972866,False,0,0.2301579924882967,Low Risk,1,"Champions (high flights, low churn)"
